id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
424294,Rental unit in Barcelona · ★5.0 · 1 bedroom · 2 beds · 1 bath,1447144,Acomodis Apartments,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3884,2.17936,Entire home/apt,321,2,3,2012-09-28,0.02,141,365,0,
568432,Rental unit in Barcelona · ★4.89 · 1 bedroom · 1 bed · 1 private bath,1809535,Silvia,Eixample,l'Antiga Esquerra de l'Eixample,41.39215,2.15609,Private room,40,31,357,2022-12-02,3.19,2,225,4,
569610,Rental unit in Barcelona · ★4.72 · 1 bedroom · 1 bed · 1 bath,2700806,Andres,Sants-Montjuïc,Sants,41.37518,2.14026,Entire home/apt,120,5,46,2022-10-16,0.35,1,95,3,HUTB-009546
425639,Home in Barcelona · ★4.80 · 4 bedrooms · 5 beds · 3.5 baths,2116153,Victor/Paula,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40864,2.14557,Entire home/apt,530,2,88,2023-06-06,0.81,1,186,24,HUTB-007016
431331,Rental unit in Barcelona · ★4.30 · 2 bedrooms · 2 beds · 1 bath,400416,Cens Sl,Gràcia,la Vila de Gràcia,41.40132,2.15373,Entire home/apt,60,31,12,2020-02-26,0.12,7,191,0,
214970,Rental unit in Barcelona · ★4.66 · 1 bedroom · 1 bed · 1 shared bath,1110014,Janeth,Sants-Montjuïc,el Poble Sec,41.37042,2.16411,Private room,24,31,155,2022-10-31,1.16,1,313,8,
572646,Rental unit in Barcelona · ★4.92 · 1 bedroom · 1 bed · 1 bath,265165,Jarrod,Ciutat Vella,la Barceloneta,41.37877,2.19063,Entire home/apt,60,31,62,2023-04-30,0.50,1,220,6,
223096,Loft in Barcelona · ★4.80 · 2 bedrooms · 2 beds · 2 baths,874133,Barbara,Sants-Montjuïc,Sants,41.37364,2.13906,Entire home/apt,58,12,54,2023-05-29,0.39,1,17,9,Exempt
234375,Rental unit in Barcelona · ★4.64 · 1 bedroom · 2 beds · 1 bath,1227290,Francesca,Eixample,el Fort Pienc,41.39970016479492,2.1748878955841064,Entire home/apt,255,11,79,2023-05-07,0.94,1,214,19,HUTB-003754
432482,Rental unit in Barcelona · ★4.81 · 2 bedrooms · 4 beds · 1.5 baths,898600,Andre,Eixample,la Dreta de l'Eixample,41.39144,2.16128,Entire home/apt,273,1,355,2023-05-26,2.66,2,219,64,HUTB-005602
576046,Rental unit in Barcelona · ★4.55 · 1 bedroom · 1 bed · 1.5 shared baths,2833463,Josefa,Eixample,la Sagrada Família,41.40315,2.18462,Private room,36,30,51,2022-10-30,0.61,1,315,2,
238703,Rental unit in Barcelona · ★4.34 · 4 bedrooms · 7 beds · 2 baths,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.1746,Entire home/apt,416,2,86,2023-05-28,0.79,19,107,12,HUTB000330
576550,Rental unit in Barcelona · ★4.37 · 3 bedrooms · 5 beds · 2 baths,2320210,"Ale, Maria & Arthur",Sant Martí,la Vila Olímpica del Poblenou,41.389347076416016,2.19726300239563,Entire home/apt,341,7,29,2023-06-05,0.24,45,214,1,HUTB-007640
239821,Rental unit in Barcelona · ★4.12 · 3 bedrooms · 6 beds · 1 bath,1257705,José Luis,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39653,2.1442,Entire home/apt,200,2,44,2023-05-07,0.44,5,88,17,HUTB-005673
578180,Rental unit in Barcelona · ★4.78 · 1 bedroom · 2 beds · 2 baths,2843953,July,Sant Martí,el Clot,41.40562,2.18658,Private room,30,7,10,2014-08-08,0.08,1,0,0,
241614,Rental unit in Barcelona · ★4.81 · 2 bedrooms · 2 beds · 1.5 baths,1184485,Nacho,Ciutat Vella,el Barri Gòtic,41.37918,2.17733,Entire home/apt,79,32,27,2023-05-20,0.19,1,316,2,
437886,Rental unit in Barcelona · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,2004002,Xabier,Eixample,la Dreta de l'Eixample,41.39202,2.17246,Private room,37,31,278,2023-05-31,2.07,2,32,32,
578558,Rental unit in Barcelona · ★4.88 · 4 bedrooms · 8 beds · 2 baths,2846323,Joan,Eixample,el Fort Pienc,41.3969,2.17842,Entire home/apt,450,3,104,2023-05-08,0.81,1,228,18,HUTB-187185
438102,Rental unit in Barcelona · ★4.80 · 1 bedroom · 1 bed · 2 baths,2176121,Rosa María,Eixample,el Fort Pienc,41.39829,2.1812,Private room,45,31,116,2019-11-30,0.86,2,129,0,
439057,Rental unit in Barcelona · ★4.62 · 2 bedrooms · 3 beds · 2 baths,2181314,Javier,Gràcia,la Vila de Gràcia,41.40002,2.1579,Entire home/apt,140,2,329,2023-06-06,2.46,1,173,40,HUTB012497
242335,Rental unit in Barcelona · ★4.33 · 3 bedrooms · 4 beds · 1 bath,297885449,ByMonths,Ciutat Vella,la Barceloneta,41.38113,2.18897,Entire home/apt,70,60,5,2022-07-31,0.04,24,140,1,Monthly rental only
582364,Rental unit in Barcelona · ★4.86 · 4 bedrooms · 7 beds · 2.5 baths,2660281,Maria,Sarrià-Sant Gervasi,el Putxet i el Farró,41.41015,2.14451,Entire home/apt,207,2,454,2023-06-04,3.42,1,192,53,HUTB-008325
584348,Rental unit in Barcelona · ★4.65 · 3 bedrooms · 5 beds · 2 baths,2879377,Joaquim,Sant Martí,el Poblenou,41.399,2.2062,Entire home/apt,186,3,187,2023-05-25,1.41,1,156,47,HUTB-009321
252232,Rental unit in Barcelona · ★4.51 · 3 bedrooms · 3 beds · 1 bath,1298586,Kristjan & Ana,Sant Martí,Sant Martí de Provençals,41.41626,2.20149,Entire home/apt,219,2,132,2023-05-11,0.96,7,128,6,HUTB-009465
440427,Rental unit in Barcelona · ★4.50 · 2 bedrooms · 4 beds · 1 bath,2041901,Dani,Eixample,la Sagrada Família,41.40332,2.17615,Entire home/apt,183,3,121,2023-05-06,0.94,7,34,24,HUTB-001132
585762,Rental unit in Barcelona · ★4.47 · 1 bedroom · 2 beds · 1 bath,1405013,Midtown,Eixample,la Dreta de l'Eixample,41.39401,2.17159,Entire home/apt,269,2,94,2023-05-24,1.10,12,120,24,HUTB-004089
443110,Serviced apartment in Barcelona · ★4.62 · 2 bedrooms · 2 beds · 1 bath,2201772,Dimitry,Eixample,l'Antiga Esquerra de l'Eixample,41.38921,2.15195,Entire home/apt,399,1,49,2022-11-25,0.36,8,184,6,0168028-0
253030,Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath,1008598,Dana,Sant Andreu,Navas,41.41508,2.18857,Private room,40,3,1,2023-05-15,1,1,161,1,
255195,Rental unit in Barcelona · ★4.45 · 1 bedroom · 2 beds · 1 bath,1310304,Luis,Ciutat Vella,el Raval,41.3817,2.17195,Entire home/apt,37,32,25,2022-09-06,0.18,40,195,3,
587203,Rental unit in Barcelona · ★4.76 · 1 bedroom · 1 bed · 2 baths,2895402,Cristina,Sant Martí,el Poblenou,41.40231,2.20085,Private room,21,31,154,2022-08-28,1.25,1,226,1,
256354,Rental unit in Barcelona · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,1348378,Lidia,Gràcia,Vallcarca i els Penitents,41.41437,2.13927,Private room,28,31,68,2023-04-01,0.50,2,200,8,
256677,Rental unit in Barcelona · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,1350468,Petrutz,Ciutat Vella,el Barri Gòtic,41.3801,2.17693,Private room,70,3,205,2023-05-31,1.52,1,264,29,
443222,Rental unit in Barcelona · ★4.65 · 2 bedrooms · 3 beds · 1 bath,2202284,Johanna,Eixample,la Sagrada Família,41.40998,2.17553,Entire home/apt,199,4,163,2023-06-05,1.23,18,123,30,HUTB-002983
443909,Rental unit in Barcelona · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,2204578,Francesca,Ciutat Vella,el Barri Gòtic,41.37733,2.17651,Private room,63,5,348,2023-06-05,2.66,1,11,18,
449854,Rental unit in Barcelona · ★4.72 · 1 bedroom · 2 beds · 1 bath,1267680,Victor,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38734,2.18018,Entire home/apt,186,4,199,2023-05-15,1.48,5,82,35,HUTB-002370
588268,Loft in Barcelona · ★4.74 · 1 bedroom · 1 bed · 1 bath,2738055,Pepo,Eixample,la Sagrada Família,41.40275,2.17698,Entire home/apt,140,6,363,2023-06-06,2.75,1,265,53,HUTB-001726
451758,Loft in Barcelona · ★4.79 · 1 bedroom · 2 beds · 1 bath,1267680,Victor,Ciutat Vella,el Raval,41.38139,2.16692,Entire home/apt,183,4,175,2023-06-07,1.31,5,108,33,HUTB-003091
588996,Rental unit in Barcelona · ★4.80 · 2 bedrooms · 3 beds · 1 bath,2843608,Fernando,Eixample,Sant Antoni,41.37971,2.1575,Entire home/apt,150,3,338,2023-06-06,2.70,1,219,48,HUTB-003387
456333,Rental unit in Barcelona · ★4.90 · 1 bedroom · 1 bed · 1.5 baths,2268672,Bruna,Eixample,el Fort Pienc,41.39937,2.17599,Private room,28,1,43,2017-11-01,0.32,1,0,0,
457195,Rental unit in Barcelona · ★4.58 · 3 bedrooms · 3 beds · 2 baths,1405013,Midtown,Eixample,la Dreta de l'Eixample,41.39195,2.1714,Entire home/apt,363,2,67,2023-05-23,0.84,12,174,25,HUTB-004073
256982,Rental unit in Barcelona · ★4.62 · 1 bedroom · 2 beds · Shared half-bath,1352184,Jasmin,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38333,2.18095,Private room,55,31,129,2022-10-18,0.96,1,252,9,
590503,Rental unit in Barcelona · ★4.87 · 2 bedrooms · 1 bed · 1 bath,6057270,Alex,Eixample,la Dreta de l'Eixample,41.39987,2.17047,Entire home/apt,154,3,542,2023-06-06,4.10,9,101,26,HUTB-006767
264125,Rental unit in Barcelona · ★4.61 · 3 bedrooms · 4 beds · 1.5 baths,1377744,Esther & Gemma,Sant Martí,el Camp de l'Arpa del Clot,41.41228,2.17582,Entire home/apt,126,3,279,2023-05-13,2.03,2,246,31,HUTB-000806
594235,Rental unit in Barcelona · ★4.88 · 2 bedrooms · 2 beds · 1 bath,2934588,Aleix Y Alba,Gràcia,la Vila de Gràcia,41.40427,2.15159,Entire home/apt,90,7,138,2021-02-28,1.05,1,0,0,HUTB-007671
267816,Boat in Barcelona · ★4.56 · 4 bedrooms · 6 beds · 4 baths,1404293,Sergio,Ciutat Vella,el Barri Gòtic,41.37781,2.18445,Entire home/apt,1000,2,33,2023-04-28,0.25,2,262,4,Exempt
462062,Bed and breakfast in Barcelona · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,16569867,Lola,Eixample,la Nova Esquerra de l'Eixample,41.378562574151374,2.15193859074101,Private room,78,3,144,2023-05-28,1.34,2,28,15,
594580,Rental unit in Barcelona · ★4.80 · 2 bedrooms · 4 beds · 1 bath,2937042,Eleonora,Gràcia,la Vila de Gràcia,41.40709,2.15523,Entire home/apt,236,1,383,2023-05-26,3.06,1,308,56,HUTB-002444
597715,Rental unit in Barcelona · ★4.75 · 2 bedrooms · 2 beds · 1 bath,2955244,Tania,Gràcia,la Vila de Gràcia,41.40256,2.15325,Entire home/apt,90,3,75,2020-01-15,0.57,1,0,0,HUTB-011187
468912,Rental unit in Barcelona · ★4.75 · 1 bedroom · 1 bed · 2 baths,1923383,Kenneth,Gràcia,la Vila de Gràcia,41.39605,2.1563,Private room,55,2,132,2023-01-14,1.80,1,241,21,
469157,Rental unit in Barcelona · ★4.41 · 2 bedrooms · 3 beds · 2 baths,340570,Atún,Ciutat Vella,el Barri Gòtic,41.38046,2.17822,Entire home/apt,181,31,29,2022-11-05,0.22,2,289,3,
268017,Rental unit in Barcelona · ★4.53 · 3 bedrooms · 3 beds · 2 baths,1405013,Midtown,Eixample,la Dreta de l'Eixample,41.39268,2.17214,Entire home/apt,365,2,37,2023-05-24,0.27,12,164,20,HUTB-004071
268022,Rental unit in Barcelona · ★4.64 · 2 bedrooms · 3 beds · 2 baths,1405013,Midtown,Eixample,la Dreta de l'Eixample,41.39184,2.17146,Entire home/apt,398,2,76,2023-05-21,0.97,12,109,40,HUTB-004072
598329,Rental unit in Barcelona · ★4.91 · 2 bedrooms · 4 beds · 1 bath,2958781,Carlos,Ciutat Vella,la Barceloneta,41.377438,2.188638,Entire home/apt,251,3,110,2023-06-07,0.90,2,248,37,HUTB-000838
469177,Rental unit in Barcelona · ★4.50 · 4 bedrooms · 4 beds · 2 baths,1432835,Angel,Sants-Montjuïc,el Poble Sec,41.37501,2.16009,Entire home/apt,330,3,266,2023-05-15,2.01,38,94,37,Hutb-002619
600590,Rental unit in Barcelona · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,1906952,Khris,Eixample,la Sagrada Família,41.40505,2.17259,Private room,71,3,324,2023-06-03,2.45,2,3,31,
269467,Loft in Barcelona · ★4.68 · 1 bedroom · 1 bed · 1 bath,1411775,Jeremies,Eixample,la Sagrada Família,41.40181,2.1761,Entire home/apt,202,12,72,2023-05-26,1.09,2,352,9,HUTB-001129
605186,Rental unit in Barcelona · ★4.80 · 2 bedrooms · 2 beds · 1.5 baths,2997406,Laura,Ciutat Vella,el Barri Gòtic,41.3811,2.17385,Entire home/apt,145,32,5,2023-05-20,0.06,1,279,2,
272282,Rental unit in Barcelona · ★4.93 · 3 bedrooms · 6 beds · 2 baths,1425070,Mar,Eixample,l'Antiga Esquerra de l'Eixample,41.38347,2.15802,Entire home/apt,440,4,381,2023-06-05,2.86,1,28,38,HUTB003208
469710,Loft in Barcelona · ★4.68 · 1 bedroom · 2 beds · 1 bath,1995385,Ana,Eixample,la Dreta de l'Eixample,41.396084,2.168906,Entire home/apt,150,2,133,2023-06-05,0.99,3,114,42,HUTB-000381
472062,Rental unit in Barcelona · ★4.84 · 2 bedrooms · 3 beds · 1 bath,2337603,Rosa,Gràcia,la Vila de Gràcia,41.39822,2.16081,Entire home/apt,219,5,67,2023-06-06,0.74,4,106,23,HUTB-213958
615381,Rental unit in Barcelona · ★4.70 · 3 bedrooms · 6 beds · 1.5 baths,3050422,David,Ciutat Vella,el Raval,41.3848,2.16546,Entire home/apt,214,2,133,2023-06-08,1.01,2,209,54,HUTB-004442
619728,Rental unit in Barcelona · ★4.26 · 2 bedrooms · 3 beds · 1 bath,2439400,KeyBarcelona,Eixample,la Sagrada Família,41.40118,2.17793,Entire home/apt,120,1,100,2022-10-15,1.00,47,116,13,HUTB-000025
473395,Rental unit in Barcelona · ★4.86 · 2 bedrooms · 3 beds · 2 baths,2337603,Rosa,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39871,2.15292,Entire home/apt,189,7,63,2022-10-22,0.63,4,342,9,HUTB-368708
273229,Rental unit in Barcelona · ★4.63 · 1 bedroom · 1 bed · 1 bath,1429552,Marta,Eixample,Sant Antoni,41.3778,2.1582,Entire home/apt,130,7,160,2023-05-31,1.19,1,221,15,HUTB 004121
273932,Rental unit in Barcelona · ★4.68 · 2 bedrooms · 2 beds · 2 baths,1432835,Angel,Eixample,l'Antiga Esquerra de l'Eixample,41.3895,2.15769,Entire home/apt,307,3,247,2023-05-26,1.79,38,171,47,HUTB-004184
621656,Rental unit in Barcelona · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,3081150,Andrea,Sants-Montjuïc,Hostafrancs,41.37287,2.14184,Private room,51,1,247,2023-05-20,2.53,1,231,46,
274156,Rental unit in Barcelona · 2 bedrooms · 5 beds · 1 bath,1447144,Acomodis Apartments,Sants-Montjuïc,el Poble Sec,41.37314,2.16789,Entire home/apt,251,1,2,2022-10-03,0.01,141,365,1,
274221,Rental unit in Barcelona · ★4.18 · 2 bedrooms · 5 beds · 1 bath,1447144,Acomodis Apartments,Ciutat Vella,el Barri Gòtic,41.37938,2.18111,Entire home/apt,321,1,13,2015-05-16,0.09,141,365,0,
473459,Rental unit in Barcelona · ★4.88 · 2 bedrooms · 3 beds · 2 baths,2337603,Rosa,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39851,2.15304,Entire home/apt,246,5,52,2023-06-05,0.59,4,105,15,HUTB-025983
624427,Rental unit in Barcelona · ★4.26 · 3 bedrooms · 6 beds · 2 baths,2690440,Sara,Eixample,Sant Antoni,41.37602,2.1559,Entire home/apt,208,2,80,2023-05-09,0.86,1,229,11,HUTB-003117
475771,Rental unit in Barcelona · ★4.67 · 2 bedrooms · 3 beds · 2 baths,1348524,Tomás Becket,Gràcia,la Vila de Gràcia,41.40567,2.16239,Entire home/apt,60,30,6,2019-08-27,0.04,1,69,0,Exempt
627394,Rental unit in Barcelona · ★4.57 · 1 bedroom · 1 bed · 1 shared bath,2123233,Nicolas,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38852,2.17758,Private room,60,12,21,2021-10-01,0.17,3,162,0,
477256,Rental unit in Barcelona · ★4.63 · 1 bedroom · 1 bed · 1 shared bath,2365702,David,Sant Martí,el Parc i la Llacuna del Poblenou,41.40248,2.19668,Private room,68,5,265,2023-05-21,1.98,2,272,36,
275336,Condo in Barcelona · ★4.67 · 3 bedrooms · 4 beds · 2 baths,1435464,Jaume,Eixample,la Nova Esquerra de l'Eixample,41.38307,2.15518,Entire home/apt,186,1,120,2023-05-13,0.91,15,158,17,HUTB-012040
630517,Rental unit in Barcelona · ★4.66 · 1 bedroom · 1 bed · 1 shared bath,2525519,Imma,Gràcia,la Vila de Gràcia,41.4076,2.15787,Private room,30,31,32,2023-01-11,0.24,4,228,1,
275346,Condo in Barcelona · ★4.75 · 3 bedrooms · 6 beds · 2 baths,1435464,Jaume,Sarrià-Sant Gervasi,Sarrià,41.39176,2.12506,Entire home/apt,324,1,70,2023-04-07,0.53,15,70,17,HUTB-012910
275350,Serviced apartment in Barcelona · ★4.62 · 3 bedrooms · 4 beds · 2 baths,1435464,Jaume,Ciutat Vella,el Raval,41.38099,2.17213,Entire home/apt,128,1,53,2023-02-24,0.47,15,119,3,
480975,Loft in Barcelona · 1 bedroom · 2 beds · 1 bath,2272146,Javi,Sants-Montjuïc,el Poble Sec,41.37227,2.16574,Private room,50,1,0,,,1,0,0,
630566,Rental unit in Barcelona · ★4.66 · 2 bedrooms · 2 beds · 2 baths,3134685,Florian,Sant Martí,el Poblenou,41.40618,2.20279,Entire home/apt,233,4,64,2023-05-24,0.50,1,47,8,HUTB-007524
634786,Rental unit in Barcelona · 7 bedrooms · 9 beds · 7.5 baths,114509,Stevie,Eixample,l'Antiga Esquerra de l'Eixample,41.39078,2.15916,Private room,500,5,1,2018-05-07,0.02,1,60,0,
481739,Rental unit in Barcelona · ★4.60 · 1 bedroom · 2 beds · 1 bath,2320210,"Ale, Maria & Arthur",Eixample,la Dreta de l'Eixample,41.39776,2.16499,Entire home/apt,218,1,68,2023-05-20,0.83,45,213,28,HUTB-001080
482801,Rental unit in Barcelona · ★4.76 · 1 bedroom · 1 bed · 1 shared bath,2143907,Daniel,Sants-Montjuïc,Sants - Badal,41.37812,2.12704,Private room,30,31,29,2023-03-04,0.22,3,58,1,
485222,Rental unit in Barcelona · ★4.84 · 3 bedrooms · 2 beds · 1 shared bath,2143907,Daniel,Sants-Montjuïc,Sants - Badal,41.37811,2.12804,Private room,30,31,27,2019-11-14,0.20,3,0,0,
487233,Rental unit in Barcelona · ★4.95 · 1 bedroom · 1 bed · 1 bath,6907539,Jud,Sants-Montjuïc,el Poble Sec,41.37243,2.16542,Entire home/apt,220,5,237,2023-05-27,1.80,10,43,18,HUTB-009667
276324,Rental unit in Barcelona · ★4.41 · 2 bedrooms · 4 beds · 1 bath,1443815,Francisca,Gràcia,la Vila de Gràcia,41.40292,2.16069,Entire home/apt,144,7,77,2023-05-14,0.57,1,288,13,HUTB-780374
276527,Rental unit in Barcelona · ★4.59 · 2 bedrooms · 5 beds,1444707,Jesus,Gràcia,el Coll,41.42042,2.148,Entire home/apt,150,3,524,2023-06-04,3.80,2,138,72,HUTB - 004405
283231,Rental unit in Barcelona · ★4.93 · 1 bedroom · 2 beds · 1 bath,1475411,Francesco,Sant Martí,el Parc i la Llacuna del Poblenou,41.39086,2.18803,Entire home/apt,138,7,298,2023-06-03,2.16,1,188,27,HUTB-005731
290535,Rental unit in Barcelona · ★4.83 · 3 bedrooms · 4 beds · 1 bath,1447144,Acomodis Apartments,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38493,2.1809,Entire home/apt,240,32,6,2023-05-08,0.04,141,365,1,
290592,Rental unit in Barcelona · ★4.54 · 3 bedrooms · 4 beds · 1 bath,1377744,Esther & Gemma,Eixample,la Sagrada Família,41.41042,2.17595,Entire home/apt,124,3,267,2023-05-20,1.97,2,235,32,HUTB-014728
636702,Loft in Barcelona · ★4.85 · 3 bedrooms · 4 beds · 2 baths,3099749,Martina,Eixample,el Fort Pienc,41.39544,2.17887,Entire home/apt,476,4,53,2023-06-09,0.50,1,249,3,HUTB-001958
291160,Rental unit in Barcelona · ★4.88 · 2 bedrooms · 5 beds · 2 baths,1447144,Acomodis Apartments,Sant Martí,la Vila Olímpica del Poblenou,41.39383,2.19813,Entire home/apt,190,32,8,2013-10-26,0.06,141,365,0,
295200,Loft in Barcelona · ★4.67 · 1 bedroom · 2 beds · 1 bath,612665,Oscar,Gràcia,la Vila de Gràcia,41.40697,2.16106,Entire home/apt,163,3,232,2023-05-26,1.67,4,54,37,HUTB-012627
490517,Rental unit in Barcelona · ★4.16 · 2 bedrooms · 3 beds · 1 bath,2320210,"Ale, Maria & Arthur",Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40385,2.1691,Entire home/apt,207,1,58,2023-05-22,0.68,45,223,21,HUTB-003522
490803,Rental unit in Barcelona · ★4.38 · 2 bedrooms · 4 beds · 1.5 baths,2320210,"Ale, Maria & Arthur",Eixample,la Sagrada Família,41.40347,2.17157,Entire home/apt,355,1,134,2023-06-06,1.22,45,223,38,HUTB-002111
638009,Rental unit in Barcelona · ★4.86 · 1 bedroom · 1 bed · 1.5 baths,3182737,Desirée,Sant Martí,el Parc i la Llacuna del Poblenou,41.40097,2.19302,Private room,30,2,107,2021-08-17,0.83,1,0,0,
315769,Rental unit in Barcelona · ★4.87 · 2 bedrooms · 3 beds · 1 bath,1994100,Marcello,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40466,2.17147,Entire home/apt,120,3,42,2023-05-16,0.31,3,232,13,HUTB-011450
639137,Rental unit in Barcelona · ★4.07 · 4 bedrooms · 9 beds · 3 baths,1257705,José Luis,Eixample,la Nova Esquerra de l'Eixample,41.38496,2.14292,Entire home/apt,234,2,45,2023-05-23,0.37,5,77,14,HUTB-005690
320506,Rental unit in Barcelona · ★4.71 · 1 bedroom · 1 bed · 1 bath,1642180,The Loft,Sants-Montjuïc,el Poble Sec,41.37195,2.16936,Entire home/apt,123,4,66,2023-05-01,0.48,1,143,11,hutb-004655
493122,Rental unit in Barcelona · ★4.58 · 1 bedroom · 1 bed · 2 baths,2365702,David,Sant Martí,el Parc i la Llacuna del Poblenou,41.4016,2.19424,Private room,52,5,257,2023-04-26,1.92,2,343,24,
494834,Rental unit in Barcelona · ★4.20 · 1 bedroom · 2 beds · 1 bath,2320210,"Ale, Maria & Arthur",Horta-Guinardó,el Baix Guinardó,41.41011,2.16976,Entire home/apt,241,1,55,2023-05-16,0.65,45,226,20,HUTB-002560
639820,Rental unit in Barcelona · ★4.53 · 2 bedrooms · 4 beds · 1 bath,3194412,Cloud5,Eixample,Sant Antoni,41.37752,2.16021,Entire home/apt,150,1,208,2023-06-04,1.59,3,272,20,HUTB-011680
496997,Rental unit in Barcelona · ★4.66 · 3 bedrooms · 4 beds · 2 baths,1432835,Angel,Eixample,l'Antiga Esquerra de l'Eixample,41.3888,2.15898,Entire home/apt,302,3,303,2023-05-26,2.27,38,131,49,HUTB-003827
497545,Rental unit in Barcelona · ★4.64 · 3 bedrooms · 4 beds · 2 baths,1432835,Angel,Eixample,l'Antiga Esquerra de l'Eixample,41.3888,2.15898,Entire home/apt,334,3,224,2023-05-13,1.68,38,157,46,HUTB-003826
498416,Rental unit in Barcelona · ★4.25 · 1 bedroom · 2 beds · 1 bath,1310304,Luis,Ciutat Vella,el Barri Gòtic,41.38355,2.17156,Entire home/apt,40,32,12,2022-08-22,0.09,40,7,2,
323854,Rental unit in Barcelona · ★4.56 · 1 bedroom · 2 beds · 1 bath,1657312,Alberto,Eixample,la Sagrada Família,41.40843,2.17494,Private room,30,1,21,2014-07-29,0.15,1,0,0,
642491,Rental unit in L'Hospitalet de Llobregat · ★5.0 · 3 bedrooms · 3 beds · 2 baths,3211290,Jose,Les Corts,la Maternitat i Sant Ramon,41.37606,2.12222,Entire home/apt,120,30,4,2020-01-05,0.09,1,341,0,
